episode,EV,states,epsilon
1,-10.526107325983066,12078,0.9970087504549047
1001,-10.635087135087137,12078,0.9940264484836504
2001,-16.87950103379208,12078,0.991053067321811
3001,-9.518802427828769,12078,0.9880885802850192
4001,-11.456338497417956,12078,0.9851329607687278
5001,-9.953233243242579,12079,0.9821861822479699
6001,-10.281167437452433,12079,0.9792482182771218
7001,-14.481308786616367,12079,0.976319042489665
8001,-10.435993052223623,12079,0.9733986285979498
9001,-10.632375736212001,12079,0.9704869503929597
10001,-10.645814027410635,12079,0.9675839817440759
11001,-11.460079560389158,12079,0.9646896965988424
12001,-12.073551534092108,12079,0.961804068982733
13001,-8.720270544434637,12079,0.9589270729989176
14001,-12.57672079907738,12079,0.95605868282803
15001,-10.918195195618429,12079,0.9531988727279361
16001,-10.678527828186013,12079,0.9503476170335033
17001,-12.908776501768813,12080,0.9475048901563694
18001,-10.56109692116089,12080,0.9446706665847135
19001,-10.059503544034346,12081,0.9418449208830271
20001,-11.530989410817847,12081,0.9390276276918854
21001,-12.386650529459498,12081,0.9362187617277201
22001,-8.3986513385046,12081,0.9334182977825923
23001,-8.991473502755241,12082,0.9306262107239665
24001,-13.622142886247733,12082,0.9278424754944846
25001,-10.364696292931587,12082,0.9250670671117416
26001,-10.84433803788377,12082,0.9222999606680609
27001,-10.716243061912479,12082,0.919541131330271
28001,-9.302973103520616,12082,0.916790554339483
29001,-8.49812152907057,12082,0.9140482050108673
30001,-10.004265878684484,12082,0.9113140587334333
31001,-12.354131717501815,12082,0.908588090969808
32001,-11.465140116231911,12082,0.9058702772560155
33001,-10.89315624057274,12082,0.9031605932012581
34001,-8.541279090885388,12082,0.9004590144876968
35001,-11.325274764522595,12083,0.8977655168702335
36001,-9.108548846353461,12083,0.8950800761762931
37001,-7.933498426456173,12083,0.8924026683056069
38001,-7.900662046970896,12083,0.8897332692299958
39001,-9.59355553375941,12083,0.8870718549931554
40001,-11.103956612045007,12083,0.8844184017104403
41001,-7.751411374193479,12083,0.88177288556865
42001,-9.241229515375338,12083,0.8791352828258153
43001,-8.88259343190627,12084,0.8765055698109854
44001,-9.847725971546227,12084,0.8738837229240147
45001,-7.344375154077362,12084,0.8712697186353521
46001,-8.352580490180802,12084,0.8686635334858287
47001,-10.80208784889636,12084,0.8660651440864483
48001,-8.55988478588499,12084,0.8634745271181767
49001,-7.220500702333086,12085,0.8608916593317331
50001,-8.703969015465976,12085,0.8583165175473807
51001,-9.034051344417836,12085,0.8557490786547193
52001,-10.582853032200005,12085,0.8531893196124776
53001,-7.573091814085288,12085,0.8506372174483066
54001,-8.61240042462709,12085,0.8480927492585731
55001,-8.498774843883961,12085,0.8455558922081547
56001,-9.440989867435084,12086,0.8430266235302344
57001,-9.641148809891723,12086,0.8405049205260963
58001,-9.481701832904573,12086,0.8379907605649222
59001,-9.70819828975441,12086,0.8354841210835883
60001,-10.610149720518928,12086,0.8329849795864627
61001,-10.562619087780728,12086,0.8304933136452034
62001,-10.07710812245126,12086,0.8280091008985575
63001,-8.88389124495097,12086,0.8255323190521598
64001,-9.427860873928054,12086,0.8230629458783336
65001,-12.550131560582379,12086,0.8206009592158903
66001,-8.659986193334278,12086,0.818146336969931
67001,-9.340192997111469,12086,0.8156990571116483
68001,-9.075399524019058,12086,0.8132590976781283
69001,-8.300559921783927,12086,0.8108264367721539
70001,-8.093513763762937,12086,0.808401052562008
71001,-8.528751780194453,12086,0.8059829232812773
72001,-10.034156534562793,12086,0.8035720272286576
73001,-9.430380279622103,12086,0.8011683427677586
74001,-8.643618902847091,12086,0.7987718483269097
75001,-7.797369315041012,12086,0.7963825223989669
76001,-8.444014200713235,12086,0.7940003435411191
77001,-6.482350055856102,12086,0.7916252903746962
78001,-9.570925947120426,12086,0.789257341584977
79001,-8.236300690202182,12088,0.7868964759209978
80001,-7.515703501844553,12088,0.784542672195362
81001,-7.760930542397145,12088,0.7821959092840497
82001,-10.269043397738024,12088,0.7798561661262283
83001,-6.872572274033374,12088,0.7775234217240634
84001,-7.1293380226311225,12088,0.7751976551425304
85001,-9.226212977194368,12088,0.7728788455092263
86001,-7.652163943979287,12088,0.770566972014183
87001,-8.701108183095254,12088,0.7682620139096801
88001,-8.438984776415031,12088,0.7659639505100587
89001,-7.979040883093799,12088,0.763672761191536
90001,-7.895576907185182,12089,0.7613884253920201
91001,-12.036917074404931,12089,0.7591109226109254
92001,-6.906227646526287,12089,0.7568402324089886
93001,-8.544561355838338,12089,0.7545763344080854
94001,-8.60719586157322,12089,0.7523192082910475
95001,-6.5252449494532865,12089,0.7500688338014804
96001,-6.745036808622707,12089,0.7478251907435816
97001,-8.614316243910224,12090,0.745588258981959
98001,-8.510548541667315,12090,0.7433580184414508
99001,-6.204094903603935,12090,0.7411344491069448
100001,-6.733378512685451,12090,0.7389175310231992
101001,-6.9591372315622335,12090,0.7367072442946632
102001,-6.1018620222644,12090,0.7345035690852983
103001,-8.232550092287434,12090,0.7323064856184011
104001,-8.273413530776148,12090,0.7301159741764247
105001,-9.178312471931275,12090,0.7279320151008026
106001,-7.8492405935172895,12090,0.725754588791772
107001,-8.679362554614817,12090,0.7235836757081978
108001,-7.380768654020673,12090,0.7214192563673972
109001,-6.767334938469725,12091,0.7192613113449653
110001,-7.774087350602497,12091,0.7171098212746
111001,-7.6378075172594055,12091,0.714964766847929
112001,-8.871401977934209,12091,0.7128261288143359
113001,-8.652027461665744,12091,0.710693887980788
114001,-6.301289633325439,12091,0.7085680252116635
115001,-9.414642574816488,12092,0.7064485214285801
116001,-6.545405310569419,12092,0.7043353576102236
117001,-7.07335196188325,12092,0.7022285147921774
118001,-7.999782159769653,12092,0.7001279740667523
119001,-10.224309612102394,12092,0.6980337165828167
120001,-7.778124925895829,12092,0.6959457235456271
121001,-8.225393065503606,12092,0.6938639762166602
122001,-7.530037740665715,12092,0.6917884559134441
123001,-6.869131385410455,12092,0.6897191440093908
124001,-6.486355900299965,12092,0.6876560219336292
125001,-5.541138335414338,12092,0.6855990711708382
126001,-8.32798101729622,12092,0.6835482732610806
127001,-7.098595769386106,12092,0.6815036097996376
128001,-7.992942469231077,12092,0.6794650624368437
129001,-6.362167705652222,12092,0.6774326128779213
130001,-9.7078307817083,12092,0.6754062428828175
131001,-7.671003253250264,12092,0.6733859342660397
132001,-7.90957123981638,12092,0.6713716688964928
133001,-5.963276318283303,12092,0.6693634286973162
134001,-8.103831881671303,12092,0.6673611956457219
135001,-7.455680165243829,12092,0.6653649517728324
136001,-6.552115697478017,12092,0.6633746791635196
137001,-7.438841792520636,12092,0.661390359956244
138001,-8.267318578173544,12093,0.6594119763428944
139001,-6.5263016991079414,12094,0.6574395105686283
140001,-6.07497693286858,12094,0.6554729449317122
141001,-7.471417134596922,12094,0.6535122617833629
142001,-6.210208915099713,12094,0.6515574435275892
143001,-6.995682118147902,12094,0.6496084726210338
144001,-5.965470220235085,12094,0.6476653315728161
145001,-5.938479245609524,12095,0.6457280029443749
146001,-8.969076218952575,12095,0.6437964693493122
147001,-7.794537180477453,12095,0.6418707134532371
148001,-6.971646898782547,12096,0.6399507179736101
149001,-5.446881389982661,12096,0.6380364656795882
150001,-7.921708470324059,12096,0.6361279393918698
151001,-7.228133077597843,12096,0.6342251219825414
152001,-5.099009273576454,12096,0.6323279963749231
153001,-6.730435994793884,12096,0.6304365455434155
154001,-5.371904807875908,12096,0.6285507525133474
155001,-8.200088471620578,12096,0.6266706003608224
156001,-5.8952072336284305,12096,0.6247960722125685
157001,-6.170622440659493,12096,0.6229271512457853
158001,-7.612115921190599,12096,0.6210638206879938
159001,-6.719519247474413,12096,0.6192060638168857
160001,-7.679702647734911,12096,0.6173538639601732
161001,-8.73931007948766,12096,0.6155072044954395
162001,-5.324614490909555,12096,0.6136660688499896
163001,-5.844210689096791,12096,0.6118304405007017
164001,-7.058258624456923,12096,0.6100003029738785
165001,-7.735651050859414,12096,0.6081756398450999
166001,-7.738683445660067,12096,0.6063564347390752
167001,-7.679320534117861,12096,0.6045426713294964
168001,-6.744794293093905,12096,0.6027343333388913
169001,-6.757352806198698,12096,0.6009314045384779
170001,-6.958005094727537,12096,0.5991338687480187
171001,-7.595664647360127,12098,0.5973417098356749
172001,-7.165174798189836,12098,0.5955549117178625
173001,-5.352192198943888,12098,0.5937734583591071
174001,-5.858516694476762,12098,0.5919973337719008
175001,-5.193277951805034,12098,0.5902265220165579
176001,-5.5530195587531646,12098,0.5884610072010726
177001,-6.775643356417119,12098,0.586700773480976
178001,-6.164636216467175,12098,0.584945805059194
179001,-6.980662439353975,12098,0.5831960861859052
180001,-6.773157280499828,12098,0.5814516011584002
181001,-4.547301130250584,12098,0.5797123343209402
182001,-6.480696997402139,12099,0.5779782700646164
183001,-7.246396907403215,12099,0.5762493928272107
184001,-6.180878898753912,12099,0.5745256870930548
185001,-7.316221942473805,12099,0.5728071373928921
186001,-4.7209886121437075,12099,0.5710937283037383
187001,-4.741043925499332,12100,0.569385444448743
188001,-6.8620990274656695,12100,0.5676822704970518
189001,-6.640025013436031,12100,0.5659841911636688
190001,-6.279427779807495,12100,0.5642911912093194
191001,-6.906140783214424,12100,0.5626032554403132
192001,-5.042231406377772,12101,0.5609203687084082
193001,-4.912197976316927,12101,0.5592425159106745
194001,-5.426501729649794,12101,0.5575696819893587
195001,-5.897181131086441,12102,0.5559018519317491
196001,-5.355620016359213,12102,0.5542390107700407
197001,-5.13235264992404,12102,0.5525811435812007
198001,-6.5486094590761965,12102,0.5509282354868351
199001,-4.446036169784697,12102,0.5492802716530549
200001,-7.344448157716601,12102,0.5476372372903429
201001,-4.992673599617886,12102,0.5459991176534209
202001,-5.829727732017927,12102,0.5443658980411177
203001,-5.952209183480898,12103,0.5427375637962367
204001,-6.496544821152725,12105,0.5411141003054251
205001,-7.717264863495219,12105,0.5394954929990418
206001,-4.830844178368496,12105,0.5378817273510274
207001,-6.0612916492404665,12105,0.5362727888787735
208001,-4.688086694627314,12105,0.5346686631429929
209001,-4.738605691457492,12105,0.5330693357475896
210001,-5.735496900386691,12105,0.5314747923395304
211001,-5.154498967608724,12105,0.5298850186087152
212001,-5.028745091889682,12105,0.5283000002878491
213001,-5.80397028019703,12105,0.5267197231523142
214001,-5.346127655524756,12105,0.5251441730200421
215001,-7.235147025782749,12105,0.5235733357513864
216001,-5.10789639040063,12105,0.522007197248996
217001,-6.694113624443998,12105,0.5204457434576885
218001,-4.211893070242849,12105,0.5188889603643239
219001,-6.402726153696984,12106,0.517336833997679
220001,-6.049106738029971,12106,0.5157893504283224
221001,-5.976576149867094,12106,0.5142464957684887
222001,-4.6519826589474125,12106,0.5127082561719544
223001,-5.6876883122123365,12106,0.5111746178339134
224001,-4.657211747221363,12107,0.5096455669908534
225001,-5.327605889559365,12108,0.5081210899204321
226001,-6.081985992403814,12108,0.5066011729413543
227001,-9.097976268547763,12108,0.5050858024132487
228001,-4.923955491217022,12109,0.503574964736546
229001,-4.922439545473926,12109,0.5020686463523564
230001,-4.6692317265362036,12109,0.5005668337423482
231001,-6.828973106985122,12109,0.4990695134286266
232001,-7.252652595617688,12109,0.4975766719736123
233001,-5.716210791371568,12109,0.49608829597992116
234001,-5.526175557598629,12110,0.4946043720902441
235001,-4.68701088788656,12110,0.493124886987227
236001,-4.268419779372527,12110,0.4916498273933513
237001,-4.80823059878568,12110,0.49017918007081474
238001,-4.6492733759959055,12110,0.48871293182141273
239001,-5.01406057244178,12110,0.4872510694864197
240001,-3.9659616373578834,12110,0.48579357994647127
241001,-6.024648769507193,12110,0.48434045012144616
242001,-7.728316926393393,12111,0.48289166697034913
243001,-6.109081412991527,12111,0.48144721749119374
244001,-4.270346982322451,12112,0.48000708872088577
245001,-5.546183959951209,12112,0.4785712677351069
246001,-4.897645633786178,12114,0.47713974164819856
247001,-5.351666678514175,12114,0.47571249761304646
248001,-4.17762698913856,12114,0.47428952282096526
249001,-5.770078878893625,12114,0.4728708045015836
250001,-4.313157612617845,12114,0.47145632992272934
251001,-5.506083968528886,12115,0.47004608639031564
252001,-5.533928316685658,12115,0.46864006124822677
253001,-5.443146202104347,12115,0.46723824187820456
254001,-6.051275060855595,12115,0.4658406156997352
255001,-6.035142222358772,12116,0.4644471701699365
256001,-5.206753517218493,12116,0.46305789278344484
257001,-4.570700875716295,12116,0.46167277107230353
258001,-4.771730443277342,12117,0.4602917926058506
259001,-4.346690777997012,12118,0.45891494499060725
260001,-5.204383374537243,12118,0.45754221587016664
261001,-5.366825256925979,12118,0.4561735929250831
262001,-3.8048219138382784,12118,0.45480906387276143
263001,-4.969320509249824,12118,0.4534486164673468
264001,-4.248757904245709,12118,0.4520922384996147
265001,-4.329906377807938,12118,0.4507399177968616
266001,-6.280376564163315,12118,0.44939164222279543
267001,-4.675235921742147,12118,0.44804739967742685
268001,-4.417126527686312,12118,0.4467071780969606
269001,-3.8785920747096676,12118,0.44537096545368726
270001,-4.151789526453909,12120,0.44403874975587526
271001,-5.604119114341641,12121,0.4427105190476633
272001,-5.534554266130007,12121,0.44138626140895304
273001,-4.291141476885087,12121,0.4400659649553022
274001,-5.106657386326498,12121,0.43874961783781774
275001,-4.683903664500109,12122,0.4374372082430496
276001,-5.006308311335197,12122,0.4361287243928848
277001,-4.15343875196818,12122,0.43482415454444157
278001,-4.086400322641706,12122,0.43352348698996407
279001,-3.5669395577200307,12122,0.4322267100567172
280001,-4.957939168728307,12122,0.430933812106882
281001,-5.034199611808885,12122,0.42964478153745106
282001,-5.471685688233472,12122,0.4283596067801246
283001,-4.199838904407629,12122,0.4270782763012063
284001,-5.171360688367222,12122,0.42580077860150023
285001,-4.895628033593899,12122,0.42452710221620726
286001,-4.698833543872324,12122,0.4232572357148224
287001,-4.56758471601592,12122,0.4219911677010321
288001,-5.085196791360074,12123,0.42072888681261217
289001,-4.492990895384844,12123,0.4194703817213255
290001,-3.5415981906217326,12123,0.4182156411328206
291001,-4.495857203983007,12123,0.4169646537865303
292001,-4.4058184294501475,12124,0.41571740845557054
293001,-4.361915645997782,12125,0.4144738939466396
294001,-8.185367449244385,12125,0.4132340990999178
295001,-3.6565482208842126,12125,0.4119980127889673
296001,-6.055058752289513,12125,0.41076562392063215
297001,-4.693719635234936,12125,0.40953692143493875
298001,-3.362966889756926,12125,0.40831189430499676
299001,-5.009283728570424,12125,0.40709053153689995
300001,-5.996974072359387,12125,0.40587282216962756
301001,-3.433852234463619,12125,0.4046587552749461
302001,-4.308920078933921,12126,0.40344831995731106
303001,-4.121263214614895,12126,0.4022415053537693
304001,-5.2537735412735405,12126,0.40103830063386137
305001,-4.420405110945499,12126,0.3998386949995245
306001,-4.766619474988114,12127,0.39864267768499567
307001,-7.298287221474643,12127,0.39745023795671486
308001,-3.4461550339640703,12127,0.3962613651132288
309001,-4.455948021926264,12127,0.395076048485095
310001,-5.112881623929307,12127,0.3938942774347859
311001,-5.559779488703099,12127,0.39271604135659344
312001,-5.709425288657822,12127,0.3915413296765339
313001,-3.6320194806531303,12127,0.39037013185225294
314001,-5.622030598393192,12127,0.3892024373729311
315001,-3.206347671773046,12127,0.38803823575918933
316001,-4.460665459441606,12127,0.38687751656299507
317001,-6.080402962784912,12127,0.3857202693675684
318001,-3.541906187001602,12128,0.38456648378728864
319001,-4.291960561903706,12128,0.383416149467601
320001,-4.098250236397802,12128,0.38226925608492385
321001,-3.4705156503121364,12128,0.3811257933465559
322001,-5.698460477964273,12128,0.3799857509905839
323001,-4.033137907252771,12128,0.37884911878579064
324001,-4.224603548630394,12128,0.37771588653156285
325001,-3.9533479475119764,12128,0.37658604405780005
326001,-3.5842844862205383,12128,0.3754595812248229
327001,-5.370691901185361,12128,0.3743364879232825
328001,-4.516178767151418,12128,0.3732167540740694
329001,-4.531781199418764,12128,0.3721003696282234
330001,-3.315675454903913,12129,0.3709873245668432
331001,-7.58958480430716,12130,0.36987760890099647
332001,-3.802579485284974,12131,0.36877121267163043
333001,-4.077412067631144,12132,0.36766812594948217
334001,-4.289849760293897,12132,0.36656833883498974
335001,-3.068472814941506,12132,0.3654718414582032
336001,-3.592275525098741,12132,0.3643786239786962
337001,-3.016381183742308,12132,0.3632886765854775
338001,-2.813790794135483,12132,0.3622019894969029
339001,-4.68210489598649,12132,0.3611185529605877
340001,-2.9237316510230626,12132,0.36003835725331884
341001,-3.545539830661047,12132,0.358961392680968
342001,-4.099914369993455,12132,0.35788764957840424
343001,-3.124780797922779,12132,0.3568171183094076
344001,-4.05812586055754,12133,0.35574978926658235
345001,-3.5080527234364105,12133,0.3546856528712709
346001,-3.2274496430082413,12133,0.35362469957346787
347001,-2.850180846488878,12133,0.3525669198517343
348001,-2.8412536696164787,12133,0.35151230421311214
349001,-3.245702827539902,12134,0.3504608431930393
350001,-3.939206791026721,12134,0.34941252735526435
351001,-3.4848745605058262,12134,0.3483673472917623
352001,-4.892956543398393,12134,0.34732529362264974
353001,-3.459551821402542,12134,0.3462863569961009
354001,-3.007000291905956,12134,0.34525052808826356
355001,-3.6429922407649054,12135,0.3442177976031756
356001,-4.13162541234203,12135,0.3431881562726814
357001,-3.692230244651178,12135,0.3421615948563486
358001,-5.08155269053176,12135,0.34113810414138546
359001,-3.702354719020742,12135,0.34011767494255785
360001,-3.1398372961735093,12136,0.339100298102107
361001,-3.8922717554275352,12136,0.3380859644896674
362001,-3.275230686132069,12136,0.3370746650021845
363001,-4.354912482104765,12136,0.3360663905638336
364001,-4.182713494820348,12137,0.3350611321259377
365001,-2.508294350320091,12137,0.3340588806668868
366001,-3.3513950420039627,12137,0.33305962719205695
367001,-4.400095477732394,12137,0.3320633627337291
368001,-3.1309373555118833,12138,0.331070078351009
369001,-4.503921859828449,12139,0.33007976512974685
370001,-2.7213874188061355,12139,0.3290924141824573
371001,-2.8819113531851377,12139,0.32810801664823974
372001,-3.819889119240495,12140,0.32712656369269855
373001,-3.8717722608803458,12140,0.32614804650786416
374001,-3.611429690121355,12140,0.3251724563121138
375001,-4.831197013837217,12140,0.3241997843500926
376001,-3.830329931233405,12141,0.3232300218926354
377001,-3.411881480588027,12141,0.3222631602366879
378001,-3.617625260082657,12141,0.3212991907052289
379001,-4.1163814006594395,12141,0.32033810464719237
380001,-3.489041089507507,12142,0.31937989343738976
381001,-4.348182767448924,12142,0.3184245484764326
382001,-4.568890160918353,12142,0.3174720611906553
383001,-3.853469884781988,12142,0.31652242303203826
384001,-2.645486312148843,12142,0.3155756254781312
385001,-3.557690270269338,12142,0.31463166003197657
386001,-4.519501459678802,12142,0.3136905182220333
387001,-3.3568086164614237,12143,0.31275219160210094
388001,-3.6902037392216913,12143,0.3118166717512436
389001,-4.188308212614868,12143,0.31088395027371457
390001,-3.1982207138889684,12144,0.3099540187988809
391001,-4.660338960460093,12145,0.3090268689811483
392001,-3.3611348781174377,12145,0.3081024924998862
393001,-2.251612927353797,12145,0.30718088105935315
394001,-3.933877402952361,12145,0.3062620263886224
395001,-4.731308686587803,12145,0.3053459202415074
396001,-3.013259277567057,12145,0.3044325543964883
397001,-3.4229843248296383,12145,0.3035219206566376
398001,-4.738389293564817,12146,0.302614010849547
399001,-3.4488020777408215,12146,0.3017088168272538
400001,-4.253522578372164,12146,0.30080633046616806
401001,-3.35897501131988,12146,0.2999065436669993
402001,-2.7636919234041657,12146,0.2990094483546843
403001,-3.228252636862689,12146,0.2981150364783141
404001,-3.3811349035582388,12147,0.2972233000110623
405001,-3.790543191142297,12147,0.29633423095011246
406001,-3.6380499883079422,12147,0.29544782131658676
407001,-3.8320645850591517,12147,0.2945640631554741
408001,-2.5689517664786146,12148,0.2936829485355589
409001,-4.615505964601629,12149,0.29280446954934963
410001,-2.738378190489244,12150,0.29192861831300826
411001,-4.323059906385234,12150,0.29105538696627914
412001,-2.862905087501879,12150,0.2901847676724187
413001,-3.9130809169215026,12150,0.28931675261812495
414001,-2.5142334831600954,12150,0.2884513340134675
415001,-3.394322543369808,12151,0.2875885040918176
416001,-3.8104559680048444,12151,0.2867282551097783
417001,-3.6335533491338077,12151,0.2858705793471152
418001,-4.83129243549255,12152,0.285015469106687
419001,-4.965084202756408,12152,0.2841629167143765
420001,-4.117198507612188,12152,0.28331291451902163
421001,-4.052087351645387,12153,0.282465454892347
422001,-2.5492923479617966,12153,0.2816205302288951
423001,-3.01136331670365,12154,0.28077813294595844
424001,-3.379034149840502,12156,0.27993825548351114
425001,-2.2292932291162493,12158,0.2791008903041413
426001,-3.6999173602578894,12158,0.2782660298929833
427001,-4.442218454283368,12158,0.27743366675765047
428001,-4.421001148160391,12158,0.2766037934281675
429001,-2.0971707836904727,12159,0.2757764024569038
430001,-3.7119875566415237,12159,0.2749514864185066
431001,-2.342566196256676,12159,0.27412903790983395
432001,-2.1872272994355337,12159,0.2733090495498887
433001,-3.2476888341313286,12159,0.2724915139797522
434001,-3.6059267312001007,12159,0.2716764238625179
435001,-4.729718275197605,12160,0.270863771883226
436001,-4.092756864593334,12160,0.2700535507487975
437001,-2.4414103070366826,12160,0.2692457531879688
438001,-2.949396426667696,12160,0.26844037195122644
439001,-4.002705364622452,12160,0.26763739981074214
440001,-2.259472591633337,12160,0.26683682956030774
441001,-2.757722626172888,12160,0.26603865401527077
442001,-3.176812247255273,12161,0.2652428660124698
443001,-3.117797560202757,12161,0.26444945841017026
444001,-3.7003531131815555,12161,0.2636584240880001
445001,-3.797919993020547,12161,0.26286975594688633
446001,-4.688619026468993,12161,0.2620834469089909
447001,-2.1408715093777935,12161,0.26129948991764734
448001,-4.3538673768678455,12161,0.2605178779372975
449001,-3.447608178158557,12162,0.2597386039534284
450001,-3.7653542913989204,12162,0.258961660972509
451001,-2.910953510305582,12162,0.2581870420219278
452001,-2.6866666427520505,12163,0.2574147401499302
453001,-2.498744511055341,12164,0.2566447484255559
454001,-2.1505833565653547,12164,0.25587705993857685
455001,-3.689948971330047,12164,0.2551116677994352
456001,-5.283487620460207,12164,0.25434856513918164
457001,-3.9760380120217844,12164,0.2535877451094134
458001,-4.048230251452077,12164,0.2528292008822131
459001,-4.185612486713982,12164,0.2520729256500874
460001,-3.2917796829753287,12165,0.2513189126259057
461001,-3.0849231919040214,12165,0.2505671550428396
462001,-2.4219929222401477,12165,0.24981764615430188
463001,-2.023922279227059,12165,0.24907037923388603
464001,-2.887761342993252,12166,0.24832534757530594
465001,-3.658611831318885,12166,0.24758254449233566
466001,-4.011312476749079,12166,0.2468419633187494
467001,-3.7228165818491505,12166,0.24610359740826177
468001,-2.7244371129225704,12166,0.24536744013446798
469001,-3.272348511156429,12166,0.24463348489078454
470001,-5.029774710334915,12167,0.2439017250903899
471001,-2.346806571229212,12167,0.2431721541661653
472001,-3.3101876870275233,12168,0.2424447655706359
473001,-2.8718206728820217,12168,0.241719552775912
474001,-3.2195710357559926,12168,0.24099650927363042
475001,-3.0174692430440175,12168,0.24027562857489612
476001,-3.2891588118467565,12168,0.23955690421022396
477001,-2.9979245253062956,12168,0.2388403297294807
478001,-2.592309983202564,12168,0.23812589870182696
479001,-2.5640558706878176,12168,0.2374136047156597
480001,-3.2324708836979257,12168,0.23670344137855454
481001,-2.5435169124279806,12169,0.23599540231720845
482001,-3.6907242958550883,12169,0.23528948117738252
483001,-2.898574658674967,12169,0.23458567162384497
484001,-2.9342798063574587,12169,0.23388396734031427
485001,-4.12303421595999,12169,0.23318436202940246
486001,-2.6424108345558195,12169,0.23248684941255868
487001,-3.5704048396403403,12169,0.23179142323001273
488001,-2.7128797017462594,12169,0.23109807724071896
489001,-2.178580761459471,12169,0.23040680522230025
490001,-2.394245811624639,12169,0.22971760097099217
491001,-2.89996837017395,12169,0.2290304583015873
492001,-2.2318186028472256,12169,0.2283453710473797
493001,-3.219205721869236,12169,0.2276623330601096
494001,-3.076711734775736,12169,0.2269813382099082
495001,-5.582104938964131,12169,0.2263023803852427
496001,-1.7518735364748035,12169,0.22562545349286134
497001,-3.2800088090175423,12169,0.2249505514577389
498001,-3.183154382759418,12169,0.224277668223022
499001,-2.896686275894013,12169,0.22360679774997486
500001,-4.229357826726966,12169,0.22293793401792503
501001,-3.0306241467626114,12169,0.22227107102420943
502001,-3.711923184378736,12169,0.2216062027841204
503001,-2.491169541752811,12169,0.2209433233308521
504001,-3.8049424175371316,12169,0.22028242671544684
505001,-3.0169692342020085,12169,0.21962350700674177
